No,SPECODE,Local-Name,SPECIES-GROUP,ROY_CLASS,COMM-Gr,Dip/NonDip
9190,SBTS,SAMBOUR TES,6,FIRST,Commercial,Non-Dip
9191,SEMN,SEMORN\ ROL,4,UNKN,NonCommercial,Non-Dip
9192,SKPL,SLAKRORPOUL,6,UNKN,Commercial,Dip
9193,SLCH,SLA KCHEY,1,NONCLASS,Commercial,Dip
9194,SLET,SLOEK LO ET,3,LUX,Commercial,Non-Dip
9195,SLNG,SOM LEANG,6,THIRD,Commercial,Dip
9196,SOPI,SOPHY,5,LUX,Commercial,Dip
9197,SREG,CHHKER SRERNG,6,LUX,NonCommercial,Non-Dip
9198,SRMO,SRORMOR,6,UNKN,Commercial,Dip
9199,TAPL,TAPIL,4,LUX,NonCommercial,Dip
9200,TBOT,TABORT,7,LUX,NonCommercial,Non-Dip
9201,TENG,TENG,2,UNKN,Commercial,Non-Dip
9202,THME,THMEAS,2,THIRD,NonCommercial,Dip
9203,THNO,THNOT PRENG,2,SECOND,Commercial,Non-Dip
9204,THTR,THMENH TREY,6,UNKN,Commercial,Non-Dip
9205,TMAK,TLERM ANNDERK,1,FIRST,Commercial,Dip
9206,TNIV,TAONIV,2,NONCLASS,Commercial,Dip
9207,TOUK,TOUK,3,SECOND,NonCommercial,Dip
9208,TRBL,TROR ORL,2,SECOND,NonCommercial,Dip
9209,TRCU,TRA BEK CHOU,4,LUX,NonCommercial,Dip
9210,TREL,TREAL,5,NONCLASS,NonCommercial,Non-Dip
9211,TROG,TRORNG,5,THIRD,Commercial,Non-Dip
9212,TRSK,TRORSEK / TRAMKANG,4,FIRST,Commercial,Dip
9213,TRYA,TROR YAK,7,THIRD,NonCommercial,Non-Dip
9214,TRYG,TROR YORNG,2,LUX,NonCommercial,Dip
9215,TTPY,TOTIM PREY,7,THIRD,NonCommercial,Dip
9216,UNKN,UNKNOWN,1,THIRD,NonCommercial,Dip
9217,VEAY,VEAY,7,FIRST,Commercial,Dip
9218,VOEG,VOENG,3,THIRD,Commercial,Dip
9219,YEAM,YEAM,4,LUX,Commercial,Non-Dip
9220,YOUK,YOUK,2,NONCLASS,NonCommercial,Non-Dip
9221,KHLG,KHLONG,6,THIRD,NonCommercial,Non-Dip
9222,TRAC,TRACH,4,SECOND,NonCommercial,Dip
9223,PHDK,PHDEAK,4,UNKN,NonCommercial,Dip
9224,CHBG,CHHOETEAL BANGKOUNEANGO,1,UNKN,Commercial,Non-Dip
9225,CHBR,CHHOETEAL BRENG,4,SECOND,Commercial,Non-Dip
9226,CHTR,CHHOETEAL CHHNGAR,7,THIRD,NonCommercial,Dip
9227,CHMI,CHHOETEAL MOSAU,3,NONCLASS,NonCommercial,Dip
9228,CHRH,CHORCHONG,7,THIRD,NonCommercial,Dip
9229,CRMS,CHRASMAS,7,SECOND,Commercial,Non-Dip
9230,KKMS,KOKI MOSAU,4,NONCLASS,Commercial,Non-Dip
9231,KKPN,KOKI PHNONG\KAMNHAN,2,THIRD,Commercial,Non-Dip
9232,LMBI,LUMBOR,6,LUX,Commercial,Non-Dip
9233,PCEK,PHCEK,7,UNKN,Commercial,Dip
9234,TBEG,TBENG,3,FIRST,Commercial,Dip
9235,KHOV,KCHOV/KAMLENG,6,FIRST,Commercial,Dip
9236,KKDK,KOKI DEK,6,SECOND,Commercial,Non-Dip
9237,KKKS,KOKI KHASAC,1,FIRST,NonCommercial,Dip
9238,KKTM,KOKI THMOR,7,FIRST,NonCommercial,Dip
9239,PPEL,POPEL,3,SECOND,NonCommercial,Non-Dip
9240,RINM,RAING PHNOM,2,FIRST,NonCommercial,Dip
9241,TRLT,TRORLAT,1,NONCLASS,Commercial,Dip
9242,ANKM,ANGKOT KHMAU,5,FIRST,NonCommercial,Non-Dip
9243,ATTT,ATITH/NEANG PHOR EK,6,LUX,Commercial,Non-Dip
9244,BENG,BENG,6,THIRD,NonCommercial,Dip
9245,BSNK,BOSNEAK,5,FIRST,Commercial,Dip
9246,CHBK,CHAM BAK,3,UNKN,NonCommercial,Dip
9247,CHKM,CHHOEU KHMAV/NEANG KHMAV,6,THIRD,Commercial,Dip
9248,CHKO,CHOEUNG KO,7,THIRD,NonCommercial,Dip
9249,CHKR,CHAN KRASNA,7,THIRD,NonCommercial,Non-Dip
9250,CHLK,CHHLIK,2,LUX,NonCommercial,Non-Dip
9251,CHMC,CHHAM CHHA,1,UNKN,Commercial,Non-Dip
9252,CHTP,CHAN TOUM PEANG,7,SECOND,NonCommercial,Non-Dip
9253,DCSP,DONCHERM,7,SECOND,Commercial,Non-Dip
9254,DYKL,DEY KHLA,7,LUX,Commercial,Non-Dip
9255,HUDN,HOUN DAN/MOREASPREOUPHNOM,7,UNKN,NonCommercial,Dip
9256,KMPR,KOMPENG REACH,2,SECOND,NonCommercial,Dip
9257,KRAY,KRAY,7,THIRD,NonCommercial,Dip
9258,KREL,KROEL,6,UNKN,NonCommercial,Dip
9259,KRKO,KRORKORS,7,UNKN,Commercial,Non-Dip
9260,KRPM,KRORNHOUNG,3,THIRD,NonCommercial,Non-Dip
9261,KRYS,KRAY SAR,7,NONCLASS,NonCommercial,Dip
9262,MASK,MEYSAK,7,NONCLASS,Commercial,Non-Dip
9263,NNON,NEANG NOUN,3,LUX,NonCommercial,Non-Dip
9264,PRDL,PRAM DOMLENG,2,NONCLASS,Commercial,Dip
9265,PRLO,PRO LOUP,1,UNKN,NonCommercial,Non-Dip
9266,PRNG,PRING/KRORB BEK,2,UNKN,Commercial,Non-Dip
9267,SKRM,SOKROM,7,NONCLASS,Commercial,Non-Dip
9268,SMPN,SAM PONG,7,SECOND,NonCommercial,Non-Dip
9269,SRAL,SRAL,7,LUX,Commercial,Dip
9270,SRKR,SROL KRAHAM,4,UNKN,NonCommercial,Non-Dip
9271,SRLO,SRORLAO,7,FIRST,NonCommercial,Non-Dip
9272,SROL,SROL SAR,2,UNKN,NonCommercial,Dip
9273,SWPR,SVAY PREY,2,SECOND,NonCommercial,Dip
9274,SYCR,SVAY CHAM REANG,2,NONCLASS,NonCommercial,Dip
9275,TAUR,TAOUR,1,NONCLASS,Commercial,Dip
9276,TEPI,TEP PHIROU,1,FIRST,Commercial,Dip
9277,THNR,THNONG KROHORM,1,LUX,Commercial,Non-Dip
9278,THNS,THNONG SOR,4,SECOND,Commercial,Non-Dip
9279,TRTM,TRORP TOM,5,NONCLASS,Commercial,Dip
9280,TRYG,TROR YING,2,NONCLASS,NonCommercial,Non-Dip
9281,TTRV,TATRAV,5,THIRD,Commercial,Non-Dip
9282,ANKN,ANGKANH,3,THIRD,Commercial,Non-Dip
9283,ANKT,ANGKAT TMAAT,2,FIRST,NonCommercial,Dip
9284,ANOM,ANGKRANG PHNOM,2,NONCLASS,NonCommercial,Non-Dip
9285,ATNG,ATEANG/ROTEANG,5,SECOND,Commercial,Dip
9286,BADM,BAK DERM,2,FIRST,NonCommercial,Non-Dip
9287,BAKG,BANGKANG,2,SECOND,NonCommercial,Non-Dip
9288,BDNG,BAKDORNG,2,NONCLASS,NonCommercial,Non-Dip
9289,BELY,BELOY,2,FIRST,Commercial,Dip
9290,BKSV,BANGKEOU SVA,3,UNKN,Commercial,Dip
9291,BNKO,BAG KHEOU,6,SECOND,NonCommercial,Non-Dip
9292,BYPV,BAY POU VAING,1,FIRST,NonCommercial,Dip
9293,CASA,KHCHOENG,1,FIRST,Commercial,Dip
9294,CCHB,CHOEUNG CHAB,3,FIRST,NonCommercial,Dip
9295,CHMK,CHAMRIEK,5,SECOND,NonCommercial,Non-Dip
9296,CHNY,CHORNY,2,THIRD,NonCommercial,Non-Dip
9297,CHPL,CHHOE PHLOEUNG,4,NONCLASS,NonCommercial,Non-Dip
9298,CHRK,CHRAKENG,1,THIRD,Commercial,Non-Dip
9299,CHRM,CHANG KONG ROMEANG,4,FIRST,Commercial,Dip
9300,CHRS,CHREIS,5,FIRST,NonCommercial,Non-Dip
9301,CHUT,CHORNG UOR THMAT,5,FIRST,Commercial,Dip
9302,CKTM,CHEK TUM,6,UNKN,NonCommercial,Dip
9303,CREY,CHREY,5,UNKN,Commercial,Dip
9304,DKOR,DONGKOR,6,LUX,Commercial,Non-Dip
9305,DOKM,DOK MEY,7,UNKN,Commercial,Dip
9306,HISN,HAISANH/NGAYSANG/CHANSAR,4,LUX,NonCommercial,Non-Dip
9307,KAOM,KANGSENGPHNOM,3,FIRST,Commercial,Dip
9308,KCAS,KCHAS,1,LUX,Commercial,Non-Dip
9309,KDAG,KANN DEANG,5,NONCLASS,Commercial,Non-Dip
9310,KDCH,KDURCH,3,SECOND,Commercial,Non-Dip
9311,KDOL,KDOL,7,UNKN,Commercial,Non-Dip
9312,KES,KES,1,LUX,Commercial,Non-Dip
9313,KKCM,KONG KANGCHHMOL,1,THIRD,Commercial,Dip
9314,KKGN,KONG KANGNHY,1,LUX,NonCommercial,Dip
9315,KKOM,KONG KANGPHNOM,3,LUX,NonCommercial,Non-Dip
9316,KNDL,KANNDOL,1,SECOND,Commercial,Dip
9317,KNPR,KHNOR PREY,1,NONCLASS,NonCommercial,Dip
9318,KRAG,KRANG,2,LUX,Commercial,Dip
9319,KRAS,KREAS,2,LUX,NonCommercial,Dip
9320,KRBO,KRORBAO,5,THIRD,NonCommercial,Dip
9321,KRLA,KRORLANH,6,SECOND,Commercial,Dip
9322,KRON,KRONG,4,THIRD,NonCommercial,Non-Dip
9323,KTOM,KHTOM,7,SECOND,NonCommercial,Non-Dip
9324,KWAV,KHVAO,3,NONCLASS,Commercial,Non-Dip
9325,LGNG,LO NGIENG,7,UNKN,Commercial,Dip
9326,MAKG,MAK BREING,1,NONCLASS,Commercial,Non-Dip
9327,MAKP,MAK PRANG,3,SECOND,Commercial,Dip
9328,MAKU,MAK KLOEU,2,NONCLASS,NonCommercial,Non-Dip
9329,MNPR,MEAN PREY,6,UNKN,Commercial,Dip
9330,NENS,NEANG SAR,1,LUX,Commercial,Non-Dip
9331,PANG,PANG,7,LUX,NonCommercial,Dip
9332,PHNV,PHNHEAV,5,NONCLASS,Commercial,Dip
9333,PHON,PHAONG,1,FIRST,NonCommercial,Non-Dip
9334,PHUT,PROR HOUT,2,LUX,NonCommercial,Dip
9335,PLON,PLONG,6,THIRD,Commercial,Non-Dip
9336,PNAG,PHNEANG,2,LUX,NonCommercial,Non-Dip
9337,PNGS,PHNGEAS,2,UNKN,Commercial,Non-Dip
9338,POBY,POPUOL BAY,1,LUX,Commercial,Non-Dip
9339,POCV,PON SVAR,3,NONCLASS,NonCommercial,Dip
9340,POKH,POPEA KHE,6,UNKN,NonCommercial,Non-Dip
9341,PONR,PONG RO,5,NONCLASS,NonCommercial,Dip
9342,PPTH,POPULTHMOR,4,SECOND,NonCommercial,Dip
9343,PPUL,PHNEL/POPOUL,4,UNKN,NonCommercial,Non-Dip
9344,PRPN,PREAS PHNOV/SOMBOK KROHOM,4,SECOND,NonCommercial,Non-Dip
9345,PRUS,PROUS,7,SECOND,Commercial,Non-Dip
9346,PYPK,PHKAI PROEK,5,NONCLASS,Commercial,Non-Dip
9347,RAIT,RAING TOEK,7,FIRST,Commercial,Dip
9348,ROKA,ROKA,2,UNKN,Commercial,Non-Dip
9349,RUNG,ROUNG,6,SECOND,Commercial,Non-Dip
9350,SABL,SAMBOUR LOVENG,7,UNKN,NonCommercial,Non-Dip
9351,SARG,SAM RONG,2,THIRD,Commercial,Non-Dip
9352,SBMS,SAMBOUR MEAS,5,LUX,NonCommercial,Dip
9353,SDAV,SDAV,3,FIRST,NonCommercial,Non-Dip
9354,SDEY,SDEY,3,LUX,NonCommercial,Non-Dip
9355,SLEN,SLENG,3,FIRST,NonCommercial,Non-Dip
9356,SMCH,SMACH,2,UNKN,Commercial,Non-Dip
9357,SME,SME,2,UNKN,NonCommercial,Dip
9358,SMKB,SMA KRABEY,7,UNKN,NonCommercial,Dip
9359,SNAY,SNAY,2,UNKN,NonCommercial,Dip
9360,SNOL,SNUOL,5,FIRST,Commercial,Dip
9361,SOUY,SOURY,7,NONCLASS,Commercial,Dip
9362,SPOR,SOM POR,6,FIRST,NonCommercial,Non-Dip
9363,SPPY,SPEOU PREY,2,UNKN,NonCommercial,Non-Dip
9364,SPTK,SPEOU TEK,7,UNKN,NonCommercial,Non-Dip
9365,SRKM,SRAKOM,1,LUX,Commercial,Dip
9366,SVAK,SVAY SVAK,7,LUX,NonCommercial,Non-Dip
9367,SVCT,SVAY CHANTI,4,UNKN,Commercial,Non-Dip
9368,SVPT,SVAY PONGTRONG,3,SECOND,Commercial,Non-Dip
9369,TKOV,TKOV,7,THIRD,NonCommercial,Non-Dip
9370,TLOK,THLOK,5,LUX,Commercial,Dip
9371,TOLP,TOUNLORP,5,THIRD,NonCommercial,Non-Dip
9372,TPOG,TOM POUNG,7,NONCLASS,NonCommercial,Dip
9373,TRAG,TRANG,6,LUX,NonCommercial,Non-Dip
9374,TREN,TRA MENG,1,LUX,NonCommercial,Non-Dip
9375,TRMN,TRORMOUNG,6,THIRD,Commercial,Dip
9376,TRSK,TRORMOUNGSEK,5,FIRST,NonCommercial,Dip
9377,WYNG,VOR YONG,1,NONCLASS,NonCommercial,Non-Dip
9378,ACSA,ACH SAT,6,FIRST,Commercial,Non-Dip
9379,ADCH,ACHDERK,7,NONCLASS,NonCommercial,Non-Dip
9380,AKSL,ANGKEA SEL,4,LUX,Commercial,Non-Dip
9381,AMBB,AMBENG BEK,7,THIRD,NonCommercial,Dip
9382,AMCN,AMBENG CHAN,7,NONCLASS,Commercial,Non-Dip
9383,AMPI,AMPIL TOEUK PREY,7,UNKN,NonCommercial,Non-Dip
9384,ANCH,ANGKOCH,2,THIRD,NonCommercial,Dip
9385,ANKB,ANGKEA BOS,1,LUX,NonCommercial,Non-Dip
9386,ANRD,ANGRE DEK,2,UNKN,NonCommercial,Dip
9387,APEN,APHEAN,2,THIRD,Commercial,Non-Dip
9388,ATES,ATES,3,FIRST,NonCommercial,Dip
9389,ATSR,ANNTUNG SOR,5,FIRST,Commercial,Non-Dip
9390,BAKK,BANGKONG KENGKONG,7,UNKN,Commercial,Non-Dip
9391,BAKP,BAKPAO,3,SECOND,NonCommercial,Non-Dip
9392,BBOK,BOR BORK,7,SECOND,Commercial,Dip
9393,BOPR,BO PROEUK,7,NONCLASS,NonCommercial,Dip
9394,BRCH,BROR CHOK,5,LUX,NonCommercial,Dip
9395,BTIL,BATPHTIL,1,LUX,NonCommercial,Non-Dip
9396,CABB,CHAM BAK BARAING,5,NONCLASS,Commercial,Dip
9397,CHCK,CHHOENG CHKER,7,THIRD,NonCommercial,Non-Dip
9398,CHEK,CHANG ENG SEK,2,LUX,Commercial,Dip
9399,CHHA,CHHAR,1,LUX,Commercial,Non-Dip
9400,CHHU,CHHOM POU PREY,7,LUX,NonCommercial,Non-Dip
9401,CHKG,CHEUNG KRORVAING,6,NONCLASS,NonCommercial,Dip
9402,CHKP,CHUNGKONG PHON,6,SECOND,Commercial,Non-Dip
9403,CHKU,CHEUNG KRAPEU,1,FIRST,NonCommercial,Dip
9404,CHLS,CHORNLOS,6,NONCLASS,Commercial,Dip
9405,CHNA,CHANG NANG,5,THIRD,Commercial,Dip
9406,CHNO,CHNOK,7,LUX,Commercial,Dip
9407,CHOV,CHOV,4,THIRD,NonCommercial,Non-Dip
9408,CHPS,CHHOETEAL PREUS,4,FIRST,Commercial,Dip
9409,CHTU,CHNOK TROU,3,THIRD,Commercial,Non-Dip
9410,CTES,CHORNTESPLOUK,3,SECOND,Commercial,Non-Dip
9411,DAKD,DANG KEAP KDAM,6,THIRD,NonCommercial,Dip
9412,DGPR,DANGKEABPROEUS,6,THIRD,Commercial,Dip
9413,DKPO,DOKPO,5,SECOND,NonCommercial,Dip
9414,DNKY,DOUNKAY,6,SECOND,NonCommercial,Non-Dip
9415,DRDV,DORNG DAV,2,UNKN,NonCommercial,Non-Dip
9416,DYSP,DEY SAMPOCH,6,NONCLASS,NonCommercial,Non-Dip
9417,EPSH,EYSEIPHSAM SRACH,7,NONCLASS,NonCommercial,Non-Dip
9418,KACL,KACHEAL,7,NONCLASS,NonCommercial,Non-Dip
9419,KAKU,KAKHUCH,2,FIRST,Commercial,Dip
9420,KANA,KANA,6,SECOND,Commercial,Non-Dip
9421,KANE,KANER,5,LUX,NonCommercial,Non-Dip
9422,KANT,KANTOUT PREY,2,UNKN,Commercial,Dip
9423,KATG,KATOUNG,2,THIRD,NonCommercial,Dip
9424,KAYK,KA YOUK,3,FIRST,Commercial,Dip
9425,KBAL KRORLORNG,KBAL KRORLORNG,2,THIRD,NonCommercial,Dip
9426,KBDA,KANCHOEU BEY DACH,3,UNKN,NonCommercial,Non-Dip
9427,KBDK,KBAL DERK,1,UNKN,Commercial,Non-Dip
9428,KBKK,KROBAO KHEK,4,LUX,NonCommercial,Non-Dip
9429,KCHP,KA CHIEP,5,SECOND,NonCommercial,Dip
9430,KDCE,KANDAB CHANG ET,1,THIRD,NonCommercial,Dip
9431,KDCK,KDOR COMBROK,5,FIRST,Commercial,Non-Dip
9432,KHMA,KHANNMA,5,LUX,Commercial,Non-Dip
9433,KHNH,KHNHE,4,LUX,Commercial,Dip
9434,KHOS,KHOS,2,LUX,Commercial,Non-Dip
9435,KHTN,KHTING,4,FIRST,Commercial,Non-Dip
9436,KHVG,KHVENG,1,THIRD,Commercial,Dip
9437,KKAL,KALKAL,4,THIRD,NonCommercial,Dip
9438,KKKK,KALAP,2,UNKN,Commercial,Non-Dip
9439,KKLG,KBAL KRORLORNG,7,UNKN,Commercial,Dip
9440,KLIG,KLING,1,UNKN,NonCommercial,Dip
9441,KLNG,KLOUNG,5,FIRST,NonCommercial,Non-Dip
9442,KLPO,KLENG POR,2,UNKN,NonCommercial,Non-Dip
9443,KMPT,KOM PERT,6,UNKN,Commercial,Non-Dip
9444,KNAL,KNALL,3,NONCLASS,NonCommercial,Non-Dip
9445,KNAY,KNAY MORN,3,FIRST,NonCommercial,Non-Dip
9446,KODK,KORNDORK,7,UNKN,Commercial,Dip
9447,KOKH,KON KHMOM,4,LUX,Commercial,Non-Dip
9448,KOMT,KOKTMAT,4,SECOND,Commercial,Dip
9449,KOMY,KO MOUY,7,UNKN,Commercial,Dip
9450,KORK,KORK,6,SECOND,NonCommercial,Dip
9451,KOTT,KORTHET,4,NONCLASS,NonCommercial,Non-Dip
9452,KRAK,KRORCHORK ANDERK,5,FIRST,NonCommercial,Non-Dip
9453,KREG,KROENG,7,UNKN,NonCommercial,Non-Dip
9454,KREM,KROR EM,7,FIRST,NonCommercial,Dip
9455,KRMN,KROR MOURN,3,FIRST,NonCommercial,Non-Dip
9456,KROH,KROCH PREY,4,THIRD,Commercial,Non-Dip
9457,KRSR,KRORNG SOEUR,5,NONCLASS,Commercial,Non-Dip
9458,KRUS,KHOES REOUS,5,LUX,Commercial,Dip
9459,KRVN,KRORVANN,7,FIRST,Commercial,Non-Dip
9460,KTIT,KTITH,4,LUX,Commercial,Dip
9461,LORT,LORT,6,THIRD,Commercial,Dip
9462,LORV,LOR VEA,6,LUX,Commercial,Non-Dip
9463,LOVG,LORVING,3,NONCLASS,Commercial,Non-Dip
9464,LRLT,LORLOT,7,THIRD,Commercial,Dip
9465,MADN,MADEHN,2,THIRD,Commercial,Dip
9466,MDAS,MADEHN MEAS,4,FIRST,NonCommercial,Dip
9467,MMAG,MOR MANG,7,LUX,NonCommercial,Dip
9468,MTYK,MLOUTRAYOUK,1,SECOND,Commercial,Non-Dip
9469,NGOK,NGOK,3,FIRST,Commercial,Dip
9470,NHAM,NHAM,7,FIRST,NonCommercial,Non-Dip
9471,NIV,NIV,2,THIRD,Commercial,Dip
9472,ONLK,ONLOK PHOR EM,7,SECOND,Commercial,Non-Dip
9473,PAGA,PA NGAB,4,LUX,NonCommercial,Non-Dip
9474,PAGS,PA NGES,4,FIRST,Commercial,Dip
9475,PECH,PECH CHANGVA,2,LUX,Commercial,Non-Dip
9476,PHLG,PHLANG,3,UNKN,Commercial,Non-Dip
9477,PHMA,PHNERK CHMA,5,NONCLASS,Commercial,Non-Dip
9478,PHNO,PHNOM PHNERNG,5,SECOND,Commercial,Non-Dip
9479,PHOR,PHOR,3,LUX,NonCommercial,Non-Dip
9480,PLNG,PLOV NEANG,1,SECOND,Commercial,Non-Dip
9481,PLOG,PLUOUNG,2,UNKN,Commercial,Non-Dip
9482,PLOK,PLONG KEOV,7,FIRST,NonCommercial,Dip
9483,PLOR,PLOR,2,SECOND,NonCommercial,Non-Dip
9484,PLPH,PLOV SOMPOUCH,6,SECOND,NonCommercial,Dip
9485,PMVG,PROMOY VIENG,6,UNKN,NonCommercial,Dip
9486,PNKP,PHNEK PREAP,7,SECOND,Commercial,Non-Dip
9487,PNOM,PON ORMBORK,1,NONCLASS,Commercial,Dip
9488,POCH,POUCH,4,THIRD,Commercial,Dip
9489,POPL,PO PLEAR,7,THIRD,NonCommercial,Non-Dip
9490,POUN,POUN,7,UNKN,Commercial,Non-Dip
9491,PPPR,POPLEA PRUES,7,THIRD,Commercial,Non-Dip
9492,PPVK,POPOULVAK,6,NONCLASS,NonCommercial,Non-Dip
9493,PREL,PREAL,3,NONCLASS,NonCommercial,Non-Dip
9494,PROM,PROMAT KHLAKMOM,4,SECOND,NonCommercial,Non-Dip
9495,PROM,PROUM,1,LUX,Commercial,Non-Dip
9496,RANG,RAING,5,FIRST,Commercial,Non-Dip
9497,ROCG,ROM CHORNG,6,UNKN,Commercial,Dip
9498,RODL,ROMDOUL,3,LUX,Commercial,Non-Dip
9499,ROML,ROMLEANG,4,FIRST,NonCommercial,Dip
9500,ROTY,ROMENGTHA NGE0Y,1,SECOND,Commercial,Non-Dip
9501,ROVN,ROVIENG,6,LUX,NonCommercial,Non-Dip
9502,RPCK,ROMPEAT CHROUK,1,SECOND,NonCommercial,Non-Dip
9503,SADA,SANDA,3,SECOND,Commercial,Dip
9504,SAHA,SANG HA,4,SECOND,NonCommercial,Dip
9505,SAND,SANDAN,6,LUX,Commercial,Dip
9506,SANK,SANG KE,5,UNKN,Commercial,Dip
9507,SAVP,SANGVA PICH,4,FIRST,Commercial,Non-Dip
9508,SBTS,SAMBOUR TES,3,LUX,Commercial,Dip
9509,SEMN,SEMORN\ ROL,3,LUX,Commercial,Non-Dip
9510,SKPL,SLAKRORPOUL,6,SECOND,NonCommercial,Non-Dip
9511,SLCH,SLA KCHEY,1,NONCLASS,NonCommercial,Dip
9512,SLET,SLOEK LO ET,7,NONCLASS,NonCommercial,Non-Dip
9513,SLNG,SOM LEANG,5,THIRD,Commercial,Dip
9514,SOPI,SOPHY,7,SECOND,Commercial,Non-Dip
9515,SREG,CHHKER SRERNG,5,LUX,Commercial,Non-Dip
9516,SRMO,SRORMOR,5,FIRST,NonCommercial,Dip
9517,TAPL,TAPIL,1,THIRD,Commercial,Non-Dip
9518,TBOT,TABORT,1,UNKN,NonCommercial,Dip
9519,TENG,TENG,6,FIRST,NonCommercial,Non-Dip
9520,THME,THMEAS,2,THIRD,NonCommercial,Dip
9521,THNO,THNOT PRENG,2,FIRST,NonCommercial,Dip
9522,THTR,THMENH TREY,5,SECOND,Commercial,Dip
9523,TMAK,TLERM ANNDERK,7,FIRST,Commercial,Dip
9524,TNIV,TAONIV,5,FIRST,Commercial,Dip
9525,TOUK,TOUK,2,LUX,Commercial,Dip
9526,TRBL,TROR ORL,7,FIRST,NonCommercial,Dip
9527,TRCU,TRA BEK CHOU,3,THIRD,Commercial,Dip
9528,TREL,TREAL,4,UNKN,NonCommercial,Non-Dip
9529,TROG,TRORNG,7,FIRST,NonCommercial,Non-Dip
9530,TRSK,TRORSEK / TRAMKANG,3,THIRD,Commercial,Dip
9531,TRYA,TROR YAK,1,NONCLASS,NonCommercial,Dip
9532,TRYG,TROR YORNG,2,UNKN,NonCommercial,Non-Dip
9533,TTPY,TOTIM PREY,7,FIRST,NonCommercial,Non-Dip
9534,UNKN,UNKNOWN,1,SECOND,Commercial,Dip
9535,VEAY,VEAY,5,SECOND,NonCommercial,Non-Dip
9536,VOEG,VOENG,5,LUX,Commercial,Non-Dip
9537,YEAM,YEAM,5,LUX,NonCommercial,Dip
9538,YOUK,YOUK,6,FIRST,NonCommercial,Dip
9539,KHLG,KHLONG,1,NONCLASS,NonCommercial,Non-Dip
9540,TRAC,TRACH,5,FIRST,Commercial,Non-Dip
9541,PHDK,PHDEAK,6,SECOND,Commercial,Dip
9542,CHBG,CHHOETEAL BANGKOUNEANGO,2,LUX,Commercial,Non-Dip
9543,CHBR,CHHOETEAL BRENG,3,SECOND,NonCommercial,Non-Dip
9544,CHTR,CHHOETEAL CHHNGAR,3,NONCLASS,NonCommercial,Non-Dip
9545,CHMI,CHHOETEAL MOSAU,6,FIRST,Commercial,Non-Dip
9546,CHRH,CHORCHONG,5,SECOND,NonCommercial,Dip
9547,CRMS,CHRASMAS,2,THIRD,Commercial,Dip
9548,KKMS,KOKI MOSAU,7,NONCLASS,NonCommercial,Non-Dip
9549,KKPN,KOKI PHNONG\KAMNHAN,5,FIRST,Commercial,Non-Dip
9550,LMBI,LUMBOR,6,FIRST,Commercial,Non-Dip
9551,PCEK,PHCEK,1,THIRD,NonCommercial,Dip
9552,TBEG,TBENG,1,UNKN,Commercial,Dip
9553,KHOV,KCHOV/KAMLENG,7,FIRST,NonCommercial,Non-Dip
9554,KKDK,KOKI DEK,1,UNKN,Commercial,Non-Dip
9555,KKKS,KOKI KHASAC,1,NONCLASS,Commercial,Dip
9556,KKTM,KOKI THMOR,5,FIRST,NonCommercial,Non-Dip
9557,PPEL,POPEL,4,NONCLASS,NonCommercial,Dip
9558,RINM,RAING PHNOM,6,LUX,NonCommercial,Dip
9559,TRLT,TRORLAT,3,FIRST,Commercial,Non-Dip
9560,ANKM,ANGKOT KHMAU,5,SECOND,NonCommercial,Non-Dip
9561,ATTT,ATITH/NEANG PHOR EK,7,SECOND,NonCommercial,Dip
9562,BENG,BENG,6,UNKN,Commercial,Dip
9563,BSNK,BOSNEAK,7,UNKN,Commercial,Non-Dip
9564,CHBK,CHAM BAK,5,LUX,NonCommercial,Dip
9565,CHKM,CHHOEU KHMAV/NEANG KHMAV,6,NONCLASS,Commercial,Non-Dip
9566,CHKO,CHOEUNG KO,4,THIRD,NonCommercial,Dip
9567,CHKR,CHAN KRASNA,3,NONCLASS,NonCommercial,Dip
9568,CHLK,CHHLIK,2,FIRST,NonCommercial,Dip
9569,CHMC,CHHAM CHHA,2,UNKN,NonCommercial,Non-Dip
9570,CHTP,CHAN TOUM PEANG,7,UNKN,Commercial,Non-Dip
9571,DCSP,DONCHERM,1,LUX,Commercial,Non-Dip
9572,DYKL,DEY KHLA,1,LUX,NonCommercial,Dip
9573,HUDN,HOUN DAN/MOREASPREOUPHNOM,7,LUX,NonCommercial,Non-Dip
9574,KMPR,KOMPENG REACH,1,LUX,Commercial,Non-Dip
9575,KRAY,KRAY,3,FIRST,Commercial,Non-Dip
9576,KREL,KROEL,3,NONCLASS,Commercial,Non-Dip
9577,KRKO,KRORKORS,7,THIRD,Commercial,Dip
9578,KRPM,KRORNHOUNG,1,FIRST,NonCommercial,Dip
9579,KRYS,KRAY SAR,4,FIRST,Commercial,Non-Dip
9580,MASK,MEYSAK,5,SECOND,NonCommercial,Dip
9581,NNON,NEANG NOUN,2,FIRST,Commercial,Non-Dip
9582,PRDL,PRAM DOMLENG,5,SECOND,NonCommercial,Non-Dip
9583,PRLO,PRO LOUP,3,NONCLASS,Commercial,Non-Dip
9584,PRNG,PRING/KRORB BEK,3,LUX,NonCommercial,Dip
9585,SKRM,SOKROM,4,NONCLASS,NonCommercial,Non-Dip
9586,SMPN,SAM PONG,1,UNKN,Commercial,Non-Dip
9587,SRAL,SRAL,6,SECOND,Commercial,Non-Dip
