Block_X,Block_Y,Coordinate_X,Coordinate_Y,Tree Number,SPECODE,SPECIES-GROUP,Diameter (cm),Diameter Class,Height (m),Volume (m^3),Status,Production,Cutting Angle,Damage Crown
1,2,13,195,T01021876,DCSP,4,128.67,5,5.13,3.338702309634418e-06,Cut,Cut,235.0,<function calculate_damage_crown at 0x121e67e20>
1,2,96,185,T01024712,DYKL,7,83.73,5,8.69,2.3914102333330125e-06,Cut,Cut,270.1,<function calculate_damage_crown at 0x121e67e20>
1,2,71,175,T01027602,HUDN,7,206.61,5,14.64,2.4545023030137804e-05,Cut,Cut,155.7,<function calculate_damage_crown at 0x121e67e20>
1,2,29,136,T01022035,KMPR,7,18.21,2,13.85,1.8024864283054546e-07,Keep,,164.5,<function calculate_damage_crown at 0x121e67e20>
1,2,34,105,T01023374,KRAY,1,137.64,5,5.91,4.393947142781842e-06,Cut,Cut,61.6,<function calculate_damage_crown at 0x121e67e20>
1,2,75,159,T01025124,KREL,6,244.23,5,5.59,1.3106801420111775e-05,Cut,Cut,117.0,<function calculate_damage_crown at 0x121e67e20>
1,2,8,116,T01021507,KRKO,3,84.15,5,3.33,9.267147756977228e-07,Cut,Cut,312.6,<function calculate_damage_crown at 0x121e67e20>
1,2,48,117,T01027117,KRPM,2,132.49,5,9.13,6.2913338772460395e-06,Cut,Cut,266.7,<function calculate_damage_crown at 0x121e67e20>
1,2,24,159,T01026141,KRYS,5,185.66,5,7.00,9.470689148302239e-06,Cut,Cut,69.1,<function calculate_damage_crown at 0x121e67e20>
1,2,97,124,T01025649,MASK,3,125.14,5,9.35,5.752291049967022e-06,Cut,Cut,264.0,<function calculate_damage_crown at 0x121e67e20>
1,2,98,146,T01026241,NNON,5,14.44,1,9.38,7.68473779439216e-08,Keep,,13.4,<function calculate_damage_crown at 0x121e67e20>
1,2,7,118,T01027380,PRDL,3,83.03,5,6.68,1.8096711232082523e-06,Cut,Cut,44.6,<function calculate_damage_crown at 0x121e67e20>
1,2,26,141,T01028549,PRLO,1,246.12,5,8.46,2.01284194318226e-05,Cut,Cut,9.8,<function calculate_damage_crown at 0x121e67e20>
1,2,43,164,T01023801,PRNG,1,110.78,5,10.62,5.116840542189265e-06,Cut,Cut,23.6,<function calculate_damage_crown at 0x121e67e20>
1,2,58,172,T01024545,SKRM,1,99.10,5,10.24,3.950183349648053e-06,Cut,Cut,36.6,<function calculate_damage_crown at 0x121e67e20>
1,2,77,159,T01029270,SMPN,5,144.04,5,4.08,3.3250086368480336e-06,Cut,Cut,215.2,<function calculate_damage_crown at 0x121e67e20>
1,2,87,129,T01025925,SRAL,4,135.66,5,7.21,5.212913613370856e-06,Cut,Cut,351.9,<function calculate_damage_crown at 0x121e67e20>
1,2,93,117,T01028462,SRKR,6,85.12,5,9.68,2.7543093313642984e-06,Cut,Cut,131.0,<function calculate_damage_crown at 0x121e67e20>
1,2,13,138,T01023079,SRLO,4,210.99,5,12.93,2.259878570267959e-05,Cut,Cut,193.0,<function calculate_damage_crown at 0x121e67e20>
1,2,13,197,T01022935,SROL,3,246.13,5,3.21,7.642526388231468e-06,Cut,Cut,244.2,<function calculate_damage_crown at 0x121e67e20>
1,2,18,169,T01023583,SWPR,3,46.90,4,13.49,1.1657114580188024e-06,Cut,Cut,219.1,<function calculate_damage_crown at 0x121e67e20>
1,2,34,151,T01025123,SYCR,5,65.38,5,14.01,2.352725226862272e-06,Cut,Cut,37.3,<function calculate_damage_crown at 0x121e67e20>
1,2,51,190,T01025998,TAUR,6,77.05,5,7.30,1.7016015746976715e-06,Cut,Cut,340.7,<function calculate_damage_crown at 0x121e67e20>
1,2,33,177,T01025669,TEPI,3,161.87,5,12.03,1.2376235356456027e-05,Cut,Cut,67.1,<function calculate_damage_crown at 0x121e67e20>
1,2,80,167,T01028431,THNR,6,77.05,5,5.30,1.2347816208366475e-06,Cut,Cut,197.7,<function calculate_damage_crown at 0x121e67e20>
1,2,53,109,T01022817,THNS,6,153.28,5,10.03,9.258132036803522e-06,Cut,Cut,64.4,<function calculate_damage_crown at 0x121e67e20>
1,2,89,193,T01026661,TRTM,4,127.78,5,6.40,4.104145006389707e-06,Cut,Cut,196.0,<function calculate_damage_crown at 0x121e67e20>
1,2,57,157,T01029332,TRYG,1,62.55,5,2.84,4.359765161066873e-07,Cut,Cut,105.2,<function calculate_damage_crown at 0x121e67e20>
1,2,35,176,T01023494,TTRV,7,138.75,5,5.34,4.039805950949349e-06,Cut,Cut,4.6,<function calculate_damage_crown at 0x121e67e20>
1,2,69,110,T01023381,ANKN,7,205.52,5,5.14,8.529430504627002e-06,Cut,Cut,117.8,<function calculate_damage_crown at 0x121e67e20>
1,2,36,102,T01022281,ANKT,7,61.66,5,10.37,1.5488014583775426e-06,Cut,Cut,99.5,<function calculate_damage_crown at 0x121e67e20>
1,2,15,139,T01022763,ANOM,5,92.60,5,6.80,2.289556130359022e-06,Cut,Cut,149.7,<function calculate_damage_crown at 0x121e67e20>
1,2,8,111,T01024767,ATNG,2,248.16,5,14.77,3.5727684323040304e-05,Cut,Cut,237.3,<function calculate_damage_crown at 0x121e67e20>
1,2,54,194,T01029850,BADM,3,98.47,5,12.59,4.796056890204089e-06,Cut,Cut,19.6,<function calculate_damage_crown at 0x121e67e20>
1,2,59,145,T01022575,BAKG,2,144.96,5,11.36,9.372099818256521e-06,Cut,Cut,98.0,<function calculate_damage_crown at 0x121e67e20>
1,2,61,169,T01027624,BDNG,5,204.83,5,10.91,1.7981837124280613e-05,Cut,Cut,228.2,<function calculate_damage_crown at 0x121e67e20>
1,2,23,117,T01028710,BELY,7,88.84,5,4.32,1.3394860956343194e-06,Cut,Cut,228.6,<function calculate_damage_crown at 0x121e67e20>
1,2,63,135,T01025940,BKSV,6,205.50,5,12.01,1.99121559284462e-05,Cut,Cut,122.1,<function calculate_damage_crown at 0x121e67e20>
1,2,39,189,T01029185,BNKO,5,46.64,4,13.59,1.1612430195079852e-06,Cut,Cut,37.6,<function calculate_damage_crown at 0x121e67e20>
1,2,50,198,T01023083,BYPV,6,107.56,5,6.16,2.7973307474324236e-06,Cut,Cut,341.0,<function calculate_damage_crown at 0x121e67e20>
1,2,44,185,T01027023,CASA,3,5.15,1,10.28,1.0698640019738622e-08,Keep,,115.3,<function calculate_damage_crown at 0x121e67e20>
1,2,38,155,T01027203,CCHB,1,15.98,2,7.61,7.633134302833985e-08,Keep,,235.9,<function calculate_damage_crown at 0x121e67e20>
1,2,75,110,T01026922,CHMK,7,39.31,3,14.50,8.799681916366607e-07,Keep,,169.8,<function calculate_damage_crown at 0x121e67e20>
1,2,9,171,T01022964,CHNY,3,192.66,5,12.53,1.825985696283814e-05,Cut,Cut,301.7,<function calculate_damage_crown at 0x121e67e20>
1,2,19,118,T01024651,CHPL,2,229.43,5,4.30,8.881634422040718e-06,Cut,Cut,98.5,<function calculate_damage_crown at 0x121e67e20>
1,2,45,165,T01022706,CHRK,6,224.11,5,4.39,8.664147096950079e-06,Cut,Cut,53.9,<function calculate_damage_crown at 0x121e67e20>
1,2,45,112,T01029235,CHRM,3,152.30,5,3.57,3.2536649772117898e-06,Cut,Cut,110.6,<function calculate_damage_crown at 0x121e67e20>
1,2,18,169,T01021749,CHRS,2,48.38,4,8.02,7.370397905905058e-07,Cut,Cut,279.9,<function calculate_damage_crown at 0x121e67e20>
1,2,65,128,T01024858,CHUT,5,40.80,3,14.68,9.598068903760292e-07,Keep,,24.6,<function calculate_damage_crown at 0x121e67e20>
1,2,44,126,T01024283,CKTM,1,186.97,5,3.83,5.2606951944263265e-06,Cut,Cut,93.0,<function calculate_damage_crown at 0x121e67e20>
1,2,41,162,T01026611,CREY,5,193.41,5,13.79,2.026182485484038e-05,Cut,Cut,302.3,<function calculate_damage_crown at 0x121e67e20>
1,2,74,127,T01025815,DKOR,3,223.17,5,13.95,2.7294136684177756e-05,Cut,Cut,111.3,<function calculate_damage_crown at 0x121e67e20>
1,2,43,147,T01021457,DOKM,2,151.80,5,11.71,1.0596817700348508e-05,Cut,Cut,285.2,<function calculate_damage_crown at 0x121e67e20>
1,2,67,122,T01027442,HISN,1,51.84,4,12.72,1.3420971364236959e-06,Cut,Cut,103.0,<function calculate_damage_crown at 0x121e67e20>
1,2,79,155,T01022704,KAOM,2,200.61,5,7.77,1.2282029366218911e-05,Cut,Cut,77.3,<function calculate_damage_crown at 0x121e67e20>
1,2,27,159,T01021116,KCAS,7,44.47,3,9.23,7.165899361231758e-07,Keep,,158.7,<function calculate_damage_crown at 0x121e67e20>
1,2,25,109,T01027541,KDAG,5,91.83,5,13.11,4.3411084176928714e-06,Cut,Cut,247.2,<function calculate_damage_crown at 0x121e67e20>
1,2,75,123,T01029900,KDCH,1,218.93,5,3.43,6.460318858745134e-06,Cut,Cut,355.5,<function calculate_damage_crown at 0x121e67e20>
1,2,71,161,T01025819,KDOL,5,242.95,5,3.49,8.084197561451625e-06,Cut,Cut,164.7,<function calculate_damage_crown at 0x121e67e20>
1,2,53,198,T01024484,KES,1,60.37,5,4.02,5.746502390055765e-07,Cut,Cut,236.5,<function calculate_damage_crown at 0x121e67e20>
1,2,37,168,T01024702,KKCM,2,77.02,5,3.22,7.499127166011613e-07,Cut,Cut,180.2,<function calculate_damage_crown at 0x121e67e20>
1,2,84,187,T01026211,KKGN,6,78.67,5,9.92,2.4121899204196924e-06,Cut,Cut,71.8,<function calculate_damage_crown at 0x121e67e20>
1,2,45,181,T01026733,KKOM,3,6.92,1,4.57,8.613939380039772e-09,Keep,,252.0,<function calculate_damage_crown at 0x121e67e20>
1,2,50,142,T01029658,KNDL,4,33.47,3,12.57,5.530764672738631e-07,Keep,,288.4,<function calculate_damage_crown at 0x121e67e20>
1,2,39,131,T01028929,KNPR,3,98.40,5,9.15,3.4791558182963155e-06,Cut,Cut,165.2,<function calculate_damage_crown at 0x121e67e20>
1,2,86,157,T01027225,KRAG,4,83.04,5,14.91,4.038820042140899e-06,Cut,Cut,75.6,<function calculate_damage_crown at 0x121e67e20>
1,2,8,178,T01029770,KRAS,4,17.90,2,11.56,1.4552473090705587e-07,Keep,,123.6,<function calculate_damage_crown at 0x121e67e20>
1,2,83,105,T01028266,KRBO,7,69.13,5,13.76,2.5834874834973264e-06,Cut,Cut,118.9,<function calculate_damage_crown at 0x121e67e20>
1,2,78,155,T01025878,KRLA,4,6.15,1,10.77,1.599276694516723e-08,Keep,,354.9,<function calculate_damage_crown at 0x121e67e20>
1,2,16,152,T01025601,KRON,1,186.80,5,12.81,1.7550297968343328e-05,Cut,Cut,141.8,<function calculate_damage_crown at 0x121e67e20>
1,2,41,155,T01028597,KTOM,6,39.35,3,4.58,2.787064730482077e-07,Keep,,112.5,<function calculate_damage_crown at 0x121e67e20>
1,2,71,189,T01027787,KWAV,4,232.13,5,5.36,1.1346501277154449e-05,Cut,Cut,86.6,<function calculate_damage_crown at 0x121e67e20>
1,2,90,113,T01026479,LGNG,6,100.08,5,3.65,1.4346067852614352e-06,Cut,Cut,44.4,<function calculate_damage_crown at 0x121e67e20>
1,2,6,107,T01025265,MAKG,1,239.60,5,14.66,3.306090811634356e-05,Cut,Cut,310.3,<function calculate_damage_crown at 0x121e67e20>
1,2,59,141,T01025573,MAKP,1,110.35,5,9.98,4.771763192179878e-06,Cut,Cut,74.5,<function calculate_damage_crown at 0x121e67e20>
1,2,76,182,T01025567,MAKU,5,122.52,5,13.14,7.747539464474333e-06,Cut,Cut,153.0,<function calculate_damage_crown at 0x121e67e20>
1,2,70,171,T01027684,MNPR,7,105.02,5,3.06,1.3258961244646077e-06,Cut,Cut,199.0,<function calculate_damage_crown at 0x121e67e20>
1,2,73,134,T01024528,NENS,2,152.69,5,8.09,7.410217503652022e-06,Cut,Cut,312.2,<function calculate_damage_crown at 0x121e67e20>
1,2,98,191,T01024620,PANG,4,12.92,1,12.78,8.385937746690647e-08,Keep,,119.1,<function calculate_damage_crown at 0x121e67e20>
1,2,88,143,T01027894,PHNV,4,135.58,5,14.35,1.0359585681645387e-05,Cut,Cut,347.3,<function calculate_damage_crown at 0x121e67e20>
1,2,64,101,T01022233,PHON,3,242.35,5,8.26,1.9052737981077787e-05,Cut,Cut,228.5,<function calculate_damage_crown at 0x121e67e20>
1,2,63,176,T01023177,PHUT,4,200.96,5,3.48,5.517413520572634e-06,Cut,Cut,119.9,<function calculate_damage_crown at 0x121e67e20>
1,2,86,190,T01028589,PLON,3,182.12,5,7.36,9.59114692140334e-06,Cut,Cut,59.2,<function calculate_damage_crown at 0x121e67e20>
1,2,61,170,T01026975,PNAG,6,187.48,5,6.94,9.582003520407441e-06,Cut,Cut,152.3,<function calculate_damage_crown at 0x121e67e20>
1,2,56,151,T01027105,PNGS,4,102.36,5,6.86,2.8222144264560547e-06,Cut,Cut,121.4,<function calculate_damage_crown at 0x121e67e20>
1,2,53,167,T01023927,POBY,4,214.80,5,13.36,2.4210875006860256e-05,Cut,Cut,32.7,<function calculate_damage_crown at 0x121e67e20>
1,2,46,108,T01021808,POCV,2,75.31,5,9.75,2.1715334543644417e-06,Cut,Cut,310.8,<function calculate_damage_crown at 0x121e67e20>
1,2,63,136,T01029258,POKH,3,60.25,5,7.95,1.1328295531188782e-06,Cut,Cut,232.3,<function calculate_damage_crown at 0x121e67e20>
1,2,65,159,T01026489,PONR,4,172.07,5,9.20,1.069823603736754e-05,Cut,Cut,355.4,<function calculate_damage_crown at 0x121e67e20>
1,2,47,139,T01022627,PPTH,7,176.19,5,4.42,5.3830636267570325e-06,Cut,Cut,194.0,<function calculate_damage_crown at 0x121e67e20>
1,2,93,140,T01023566,PPUL,4,178.91,5,4.08,5.127061017062477e-06,Cut,Cut,17.1,<function calculate_damage_crown at 0x121e67e20>
1,2,93,139,T01026305,PRPN,7,161.52,5,4.51,4.619309680580112e-06,Cut,Cut,237.4,<function calculate_damage_crown at 0x121e67e20>
1,2,55,145,T01023199,PRUS,7,82.90,5,5.86,1.5817407119380382e-06,Cut,Cut,116.0,<function calculate_damage_crown at 0x121e67e20>
1,2,28,169,T01029699,PYPK,2,221.40,5,6.23,1.2002645416462724e-05,Cut,Cut,320.3,<function calculate_damage_crown at 0x121e67e20>
1,2,19,135,T01025953,RAIT,3,181.00,5,3.99,5.128608475835261e-06,Cut,Cut,147.3,<function calculate_damage_crown at 0x121e67e20>
1,2,80,100,T01022734,ROKA,1,27.59,2,3.67,1.0974895316844905e-07,Keep,,137.8,<function calculate_damage_crown at 0x121e67e20>
1,2,23,152,T01026879,RUNG,5,132.06,5,2.85,1.952775853739861e-06,Cut,Cut,88.0,<function calculate_damage_crown at 0x121e67e20>
1,2,84,173,T01026590,SABL,5,248.41,5,6.54,1.5855946278239045e-05,Cut,Cut,199.2,<function calculate_damage_crown at 0x121e67e20>
1,2,76,110,T01021177,SARG,3,189.06,5,3.44,4.831208527191925e-06,Cut,Cut,350.6,<function calculate_damage_crown at 0x121e67e20>
1,2,66,154,T01029047,SBMS,2,9.51,1,8.45,2.9979960373735965e-08,Keep,,157.5,<function calculate_damage_crown at 0x121e67e20>
1,2,42,102,T01027804,SDAV,5,154.47,5,7.98,7.474011021230194e-06,Cut,Cut,251.6,<function calculate_damage_crown at 0x121e67e20>
1,2,93,151,T01021975,SDEY,6,57.79,4,7.05,9.249187013769013e-07,Cut,Cut,356.1,<function calculate_damage_crown at 0x121e67e20>
1,2,90,127,T01029360,SLEN,3,176.12,5,6.42,7.820728227651436e-06,Cut,Cut,82.1,<function calculate_damage_crown at 0x121e67e20>
1,2,38,102,T01023828,SMCH,6,158.79,5,2.56,2.536902498404229e-06,Cut,Cut,230.9,<function calculate_damage_crown at 0x121e67e20>
1,2,89,143,T01021645,SME,4,134.96,5,13.76,9.839791234454602e-06,Cut,Cut,26.3,<function calculate_damage_crown at 0x121e67e20>
1,2,39,182,T01026656,SMKB,6,61.57,5,5.57,8.293107271992459e-07,Cut,Cut,96.0,<function calculate_damage_crown at 0x121e67e20>
1,2,66,121,T01025589,SNAY,1,152.03,5,4.50,4.0861493628507055e-06,Cut,Cut,325.7,<function calculate_damage_crown at 0x121e67e20>
1,2,16,130,T01027010,SNOL,4,195.09,5,7.76,1.15991394546373e-05,Cut,Cut,320.4,<function calculate_damage_crown at 0x121e67e20>
1,2,10,197,T01023988,SOUY,1,180.53,5,6.47,8.281159885285669e-06,Cut,Cut,183.9,<function calculate_damage_crown at 0x121e67e20>
1,2,83,174,T01024001,SPOR,4,50.28,4,13.40,1.330309074283334e-06,Cut,Cut,87.4,<function calculate_damage_crown at 0x121e67e20>
1,2,12,185,T01029151,SPPY,2,225.08,5,12.66,2.5181742475840987e-05,Cut,Cut,244.0,<function calculate_damage_crown at 0x121e67e20>
1,2,56,169,T01026966,SPTK,3,5.18,1,5.89,6.207064319502785e-09,Keep,,54.2,<function calculate_damage_crown at 0x121e67e20>
1,2,82,170,T01024306,SRKM,2,105.20,5,6.47,2.8123818885335273e-06,Cut,Cut,143.9,<function calculate_damage_crown at 0x121e67e20>
1,2,15,189,T01029813,SVAK,2,121.46,5,12.83,7.43401629180292e-06,Cut,Cut,274.8,<function calculate_damage_crown at 0x121e67e20>
1,2,66,184,T01022821,SVCT,2,136.99,5,7.18,5.2905383126273275e-06,Cut,Cut,154.7,<function calculate_damage_crown at 0x121e67e20>
1,2,45,152,T01022532,SVPT,7,146.82,5,10.31,8.727650743660927e-06,Cut,Cut,283.2,<function calculate_damage_crown at 0x121e67e20>
1,2,49,113,T01025270,TKOV,4,102.11,5,14.53,5.950830085898437e-06,Cut,Cut,259.6,<function calculate_damage_crown at 0x121e67e20>
1,2,54,196,T01027951,TLOK,7,212.26,5,13.16,2.3283872613221194e-05,Cut,Cut,250.2,<function calculate_damage_crown at 0x121e67e20>
1,2,35,176,T01023436,TOLP,7,116.88,5,5.68,3.0477969063161706e-06,Cut,Cut,95.1,<function calculate_damage_crown at 0x121e67e20>
1,2,93,113,T01024084,TPOG,3,157.90,5,12.38,1.2119441120656442e-05,Cut,Cut,154.6,<function calculate_damage_crown at 0x121e67e20>
1,2,71,149,T01022541,TRAG,1,183.94,5,10.67,1.4177343538739914e-05,Cut,Cut,18.0,<function calculate_damage_crown at 0x121e67e20>
1,2,60,117,T01025023,TREN,3,27.58,2,5.91,1.7660746920661529e-07,Keep,,204.8,<function calculate_damage_crown at 0x121e67e20>
1,2,40,147,T01024901,TRMN,4,166.18,5,3.48,3.7759995220955903e-06,Cut,Cut,181.9,<function calculate_damage_crown at 0x121e67e20>
1,2,39,199,T01029557,TRSK,1,63.68,5,10.19,1.6227562151336356e-06,Cut,Cut,146.8,<function calculate_damage_crown at 0x121e67e20>
1,2,66,164,T01029602,WYNG,6,191.87,5,6.19,8.955971488121104e-06,Cut,Cut,294.5,<function calculate_damage_crown at 0x121e67e20>
1,2,56,104,T01028389,ACSA,1,24.01,2,7.28,1.648314803544546e-07,Keep,,151.9,<function calculate_damage_crown at 0x121e67e20>
1,2,62,155,T01028823,ADCH,2,179.85,5,11.88,1.5091628444438444e-05,Cut,Cut,151.5,<function calculate_damage_crown at 0x121e67e20>
1,2,88,127,T01025618,AKSL,7,96.17,5,12.81,4.651826278857432e-06,Cut,Cut,192.6,<function calculate_damage_crown at 0x121e67e20>
1,2,19,139,T01024342,AMBB,6,41.14,3,11.41,7.586111240734335e-07,Keep,,338.3,<function calculate_damage_crown at 0x121e67e20>
1,2,51,167,T01029756,AMCN,3,164.72,5,4.41,4.70449290794674e-06,Cut,Cut,192.6,<function calculate_damage_crown at 0x121e67e20>
1,2,31,169,T01029579,AMPI,2,124.86,5,3.24,1.9821272057847235e-06,Cut,Cut,156.2,<function calculate_damage_crown at 0x121e67e20>
1,2,73,165,T01027152,ANCH,4,93.28,5,6.04,2.063181617741884e-06,Cut,Cut,107.4,<function calculate_damage_crown at 0x121e67e20>
1,2,3,174,T01029136,ANKB,2,101.87,5,8.34,3.398080887520641e-06,Cut,Cut,247.5,<function calculate_damage_crown at 0x121e67e20>
1,2,96,152,T01025639,ANRD,6,59.54,4,14.35,1.9973119096169075e-06,Cut,Cut,174.4,<function calculate_damage_crown at 0x121e67e20>
1,2,89,194,T01027374,APEN,2,131.70,5,13.02,8.868290109555887e-06,Cut,Cut,301.5,<function calculate_damage_crown at 0x121e67e20>
1,2,60,178,T01023360,ATES,5,108.66,5,6.13,2.844692537501752e-06,Cut,Cut,292.4,<function calculate_damage_crown at 0x121e67e20>
1,2,63,110,T01021476,ATSR,3,173.47,5,8.40,9.925607136094486e-06,Cut,Cut,17.4,<function calculate_damage_crown at 0x121e67e20>
1,2,33,103,T01021003,BAKK,4,53.12,4,2.84,3.143812375578328e-07,Cut,Cut,226.4,<function calculate_damage_crown at 0x121e67e20>
1,2,54,184,T01021390,BAKP,6,169.16,5,5.82,6.539861041729232e-06,Cut,Cut,135.7,<function calculate_damage_crown at 0x121e67e20>
1,2,32,133,T01027266,BBOK,5,106.78,5,3.42,1.530738240480708e-06,Cut,Cut,323.5,<function calculate_damage_crown at 0x121e67e20>
1,2,34,142,T01022867,BOPR,3,135.91,5,2.87,2.0848734835402696e-06,Cut,Cut,67.0,<function calculate_damage_crown at 0x121e67e20>
1,2,8,184,T01025485,BRCH,2,84.17,5,14.49,4.0326638239220234e-06,Cut,Cut,11.0,<function calculate_damage_crown at 0x121e67e20>
1,2,19,177,T01028133,BTIL,3,21.66,2,11.67,2.1499728469733682e-07,Keep,,78.4,<function calculate_damage_crown at 0x121e67e20>
1,2,84,131,T01025785,CABB,2,71.21,5,8.42,1.677215065733075e-06,Cut,Cut,29.2,<function calculate_damage_crown at 0x121e67e20>
1,2,45,108,T01024997,CHCK,7,93.37,5,2.68,9.162117732907695e-07,Cut,Cut,228.3,<function calculate_damage_crown at 0x121e67e20>
1,2,59,167,T01024515,CHEK,6,189.31,5,9.07,1.2762152890063019e-05,Cut,Cut,222.9,<function calculate_damage_crown at 0x121e67e20>
1,2,41,108,T01023892,CHHA,2,9.76,1,11.21,4.198594396439502e-08,Keep,,92.9,<function calculate_damage_crown at 0x121e67e20>
1,2,85,174,T01021866,CHHU,3,91.85,5,10.14,3.361398220428092e-06,Cut,Cut,350.1,<function calculate_damage_crown at 0x121e67e20>
1,2,0,169,T01023085,CHKG,6,238.34,5,3.38,7.537580639954255e-06,Cut,Cut,81.6,<function calculate_damage_crown at 0x121e67e20>
1,2,39,199,T01022081,CHKP,6,178.25,5,4.86,6.068901762051665e-06,Cut,Cut,272.4,<function calculate_damage_crown at 0x121e67e20>
1,2,71,142,T01028399,CHKU,4,128.16,5,4.97,3.206537289209898e-06,Cut,Cut,28.8,<function calculate_damage_crown at 0x121e67e20>
1,2,18,194,T01022724,CHLS,4,145.47,5,3.03,2.517061407190092e-06,Cut,Cut,229.2,<function calculate_damage_crown at 0x121e67e20>
1,2,46,193,T01028387,CHNA,3,86.37,5,13.61,3.986923164938059e-06,Cut,Cut,246.0,<function calculate_damage_crown at 0x121e67e20>
1,2,25,150,T01022057,CHNO,1,165.88,5,14.58,1.575619488532374e-05,Cut,Cut,193.3,<function calculate_damage_crown at 0x121e67e20>
1,2,51,149,T01028189,CHOV,1,243.58,5,12.19,2.8410194381609832e-05,Cut,Cut,166.2,<function calculate_damage_crown at 0x121e67e20>
1,2,83,141,T01024091,CHPS,5,189.97,5,8.38,1.1882905521165262e-05,Cut,Cut,255.5,<function calculate_damage_crown at 0x121e67e20>
1,2,21,197,T01026668,CHTU,6,214.35,5,8.89,1.60355376379401e-05,Cut,Cut,94.1,<function calculate_damage_crown at 0x121e67e20>
1,2,68,116,T01029799,CTES,4,131.91,5,3.87,2.6418184963259324e-06,Cut,Cut,59.6,<function calculate_damage_crown at 0x121e67e20>
1,2,94,163,T01027093,DAKD,2,175.31,5,13.26,1.600257503100847e-05,Cut,Cut,120.3,<function calculate_damage_crown at 0x121e67e20>
1,2,39,134,T01025840,DGPR,1,129.93,5,6.08,4.030575311566623e-06,Cut,Cut,89.3,<function calculate_damage_crown at 0x121e67e20>
1,2,22,112,T01022065,DKPO,5,224.37,5,5.12,1.0132078050449154e-05,Cut,Cut,14.9,<function calculate_damage_crown at 0x121e67e20>
1,2,36,196,T01027172,DNKY,2,169.58,5,12.53,1.4146897587889207e-05,Cut,Cut,219.6,<function calculate_damage_crown at 0x121e67e20>
1,2,1,176,T01027270,DRDV,1,94.51,5,5.53,1.940410769835447e-06,Cut,Cut,219.9,<function calculate_damage_crown at 0x121e67e20>
1,2,58,194,T01025290,DYSP,3,134.07,5,8.26,5.833053872118156e-06,Cut,Cut,12.9,<function calculate_damage_crown at 0x121e67e20>
1,2,59,105,T01024201,EPSH,2,197.07,5,8.49,1.2949920329576562e-05,Cut,Cut,211.4,<function calculate_damage_crown at 0x121e67e20>
1,2,80,150,T01022775,KACL,1,92.54,5,10.50,3.530565377007645e-06,Cut,Cut,258.9,<function calculate_damage_crown at 0x121e67e20>
1,2,9,122,T01026441,KAKU,1,41.04,3,10.66,7.04907056959708e-07,Keep,,92.4,<function calculate_damage_crown at 0x121e67e20>
1,2,36,106,T01027389,KANA,1,95.21,5,12.43,4.4260635111517105e-06,Cut,Cut,334.7,<function calculate_damage_crown at 0x121e67e20>
1,2,27,116,T01025430,KANE,7,99.91,5,8.86,3.472677100014304e-06,Cut,Cut,345.3,<function calculate_damage_crown at 0x121e67e20>
1,2,0,156,T01029332,KANT,4,163.94,5,11.65,1.229531777287915e-05,Cut,Cut,31.3,<function calculate_damage_crown at 0x121e67e20>
1,2,91,113,T01022558,KATG,3,174.00,5,13.98,1.6624650071221986e-05,Cut,Cut,188.2,<function calculate_damage_crown at 0x121e67e20>
